Order Date,State,Region,Sub-Category,Product Name,Sales,Quantity,Profit
7/7/2014,Pennsylvania,East,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.008,2,12.0764
3/17/2016,Maryland,East,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.9,5,89.955
3/17/2016,Maryland,East,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,297.6435
3/17/2016,Maryland,East,Furnishings,Electrix Halogen Magnifier Lamp,971.5,5,252.59
12/26/2016,Colorado,West,Art,SANFORD Major Accent Highlighters,11.328,2,2.5488
9/2/2014,New York,East,Art,SANFORD Major Accent Highlighters,21.24,3,8.0712
7/5/2015,Pennsylvania,East,Accessories,HP Standard 104 key PS/2 Keyboard,34.8,3,2.175
7/5/2015,Pennsylvania,East,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,3,-2.436
11/20/2016,Indiana,Central,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9.08,2,4.086
11/20/2016,Indiana,Central,Paper,Xerox 189,314.55,3,150.984
11/20/2016,Indiana,Central,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,1,2.3077
5/6/2014,California,West,Labels,Staple-on labels,5.78,2,2.7166
5/6/2014,California,West,Art,Model L Table or Wall-Mount Pencil Sharpener,107.94,6,30.2232
6/21/2014,New York,East,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,9.039
6/21/2014,New York,East,Phones,GE 2-Jack Phone Line Splitter,617.97,3,160.6722
6/21/2014,New York,East,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,3,26.865
8/19/2017,Massachusetts,East,Binders,Fellowes PB300 Plastic Comb Binding Machine,387.99,1,182.3553
11/29/2014,California,West,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,71.99
11/29/2014,California,West,Fasteners,Staples,30.4,5,15.2
4/9/2017,Michigan,Central,Binders,GBC Recycled Regency Composition Covers,478.24,8,219.9904
12/20/2014,Ohio,East,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,190.848,3,-21.4704
12/17/2014,Ohio,East,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5.484,4,-4.0216
11/17/2015,Illinois,Central,Supplies,Acme Box Cutter Scissors,40.92,5,3.069
3/4/2014,Florida,South,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.552,3,2.3328
5/18/2017,Georgia,South,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",17.24,2,4.4824
5/18/2017,Georgia,South,Bookcases,Hon 4-Shelf Metal Bookcases,302.94,3,75.735
5/18/2017,Georgia,South,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75,5,15.6375
5/18/2017,Georgia,South,Binders,Poly Designer Cover & Back,113.94,6,54.6912
5/18/2017,Georgia,South,Phones,Apple EarPods with Remote and Mic,55.98,2,15.6744
9/22/2017,New Mexico,West,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,27.18,3,12.231
3/21/2017,Oklahoma,Central,Chairs,"Global Leather and Oak Executive Chair, Black",1805.88,6,523.7052
9/14/2017,New Jersey,East,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,18.447
11/3/2016,Kentucky,South,Fasteners,Advantus Plastic Paper Clips,20,4,9.6
11/3/2016,Kentucky,South,Art,Economy #2 Pencils,7.98,3,2.0748
11/3/2016,Kentucky,South,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,9.158
11/3/2016,Kentucky,South,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,1,2.625
11/3/2016,Kentucky,South,Tables,Global Adaptabilities Conference Tables,842.94,3,160.1586
5/3/2016,Illinois,Central,Binders,Heavy-Duty E-Z-D Binders,2.182,1,-3.6003
5/3/2016,Illinois,Central,Art,Newell 316,27.384,7,2.7384
5/3/2016,Illinois,Central,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.406,3,-71.2962
12/27/2016,Texas,Central,Paper,Xerox 214,10.368,2,3.6288
12/27/2016,Texas,Central,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,4,7.4
7/22/2016,Michigan,Central,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,1,36.2835
7/22/2016,Michigan,Central,Storage,Fellowes Staxonsteel Drawer Files,965.85,5,135.219
7/22/2016,Michigan,Central,Art,Avery Hi-Liter Smear-Safe Highlighters,29.2,5,10.512
7/22/2016,Michigan,Central,Paper,Xerox 192,32.4,5,15.552
11/16/2014,Indiana,Central,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,36.8245
11/16/2014,Indiana,Central,Paper,Xerox 1954,31.68,6,14.256
11/16/2014,Indiana,Central,Binders,Wilson Jones Active Use Binders,29.12,4,14.2688
11/16/2014,Indiana,Central,Storage,"File Shuttle II and Handi-File, Black",169.45,5,42.3625
6/19/2015,California,West,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,4.0192
6/19/2015,California,West,Paper,Xerox 231,6.48,1,3.1104
6/19/2015,California,West,Envelopes,Cameo Buff Policy Envelopes,186.69,3,87.7443
7/4/2016,California,West,Furnishings,"Master Caster Door Stop, Brown",25.4,5,8.636
7/4/2016,California,West,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2,20.6612
7/4/2016,California,West,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5,225.735
7/4/2016,California,West,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0.5584
9/3/2015,California,West,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2,-12.9568
9/3/2015,California,West,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2,2.1492
8/7/2017,California,West,Paper,Xerox 1891,244.55,5,114.9385
3/13/2017,Colorado,West,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1332.496,2,-299.8116
9/28/2017,Colorado,West,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,1,3.2776
9/28/2017,Colorado,West,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,-29.4368
9/28/2017,Colorado,West,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,1.3596
9/28/2017,Colorado,West,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,4,-58.8616
9/28/2017,Colorado,West,Paper,Xerox 1992,14.352,3,5.2026
9/28/2017,Colorado,West,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.792,2,26.224
8/7/2015,Idaho,West,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,1,1.1151
11/24/2017,New York,East,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,9,7.371
11/24/2017,New York,East,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,78.9412
11/24/2017,New York,East,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568,2,-16.0784
11/24/2017,New York,East,Paper,Xerox 214,12.96,2,6.2208
5/8/2017,Pennsylvania,East,Chairs,"Global Armless Task Chair, Royal Blue",128.058,3,-23.7822
9/29/2017,Ohio,East,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",63.686,1,-15.4666
9/29/2017,Ohio,East,Accessories,Logitech G700s Rechargeable Gaming Mouse,239.976,3,65.9934
9/29/2017,Ohio,East,Tables,Riverside Furniture Stanwyck Manor Table Series,344.22,2,-189.321
9/29/2017,Ohio,East,Paper,Xerox 227,15.552,3,5.4432
9/29/2017,Ohio,East,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,21.248,4,7.4368
9/29/2017,Ohio,East,Paper,Xerox 1928,8.448,2,2.64
10/22/2017,Oklahoma,Central,Storage,Fellowes Recycled Storage Drawers,333.09,3,23.3163
10/22/2017,Oklahoma,Central,Tables,Bevis 36 x 72 Conference Tables,248.98,2,54.7756
3/24/2014,New York,East,Paper,Xerox 190,24.9,5,11.703
11/3/2016,California,West,Fasteners,Stockwell Push Pins,15.26,7,5.0358
11/3/2016,California,West,Appliances,Holmes 99% HEPA Air Purifier,43.32,2,14.2956
11/3/2016,California,West,Binders,"Avery Durable Plastic 1"" Binders",43.584,12,15.7992
11/3/2016,California,West,Paper,Xerox 1892,116.28,3,56.9772
11/3/2016,California,West,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,3.0212
11/3/2016,California,West,Paper,Xerox 22,19.44,3,9.3312
11/3/2016,California,West,Paper,Multicolor Computer Printout Paper,314.55,3,150.984
9/5/2015,Texas,Central,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5,-25.2185
9/5/2015,Texas,Central,Supplies,Stiletto Hand Letter Openers,69.12,9,-14.688
9/5/2015,Texas,Central,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,3,-7.8225
8/14/2017,California,West,Tables,Chromcraft Round Conference Tables,418.296,3,5.2287
12/1/2014,Ohio,East,Copiers,Sharp 1540cs Digital Laser Copier,659.988,2,109.998
12/1/2014,Ohio,East,Furnishings,"Master Caster Door Stop, Brown",8.128,2,1.4224
12/1/2014,Ohio,East,Paper,Xerox 214,36.288,7,12.7008
12/1/2014,Ohio,East,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,6,-51.984
6/18/2017,California,West,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,9,75.5937
6/18/2017,California,West,Paper,Xerox 1930,38.88,6,19.0512
12/2/2017,Pennsylvania,East,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,4,-462.8624
11/21/2014,California,West,Paper,Xerox 211,12.96,2,6.2208
4/10/2016,California,West,Paper,Xerox 227,12.96,2,6.2208
4/10/2016,California,West,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,8.12
6/30/2014,Texas,Central,Paper,Xerox 225,25.92,5,9.072
6/30/2014,Texas,Central,Fasteners,Staples,21.312,6,7.1928
12/24/2014,California,West,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,7,17.3656
12/24/2014,California,West,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,101.3488
12/24/2014,California,West,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,3,13.1985
12/24/2014,California,West,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.376,3,51.1485
12/24/2014,California,West,Storage,Tennsco Commercial Shelving,20.34,1,0.2034
12/24/2014,California,West,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,5.5177
5/23/2017,California,West,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,-6.4233
11/10/2016,Missouri,Central,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,17.158
11/10/2016,Missouri,Central,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,39.3408
10/2/2016,Arizona,West,Binders,"Premier Elliptical Ring Binder, Black",54.792,6,-40.1808
9/6/2016,Texas,Central,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10.784,1,0.8088
10/27/2016,Virginia,South,Chairs,Global Executive Mid-Back Manager's Chair,290.98,1,75.6548
10/22/2017,Oklahoma,Central,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,12.0252
9/15/2016,Washington,West,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4,5,10.058
9/15/2016,Washington,West,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,7,15.8158
9/25/2016,California,West,Art,BIC Brite Liner Highlighters,16.56,4,6.9552
6/10/2017,Florida,South,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52,8,84.22
2/20/2014,Indiana,Central,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,22.4316
2/20/2014,Indiana,Central,Furnishings,"Master Caster Door Stop, Brown",20.32,4,6.9088
2/20/2017,Colorado,West,Fasteners,Staples,9.432,3,3.0654
11/2/2014,New York,East,Labels,Avery 499,34.86,7,16.0356
11/2/2014,New York,East,Furnishings,Tensor Computer Mounted Lamp,89.34,6,24.1218
7/17/2017,New York,East,Phones,Avaya 5420 Digital phone,269.98,2,67.495
7/17/2017,New York,East,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,5,47.952
7/17/2017,New York,East,Furnishings,DAX Solid Wood Frames,39.08,4,14.4596
9/8/2017,Ohio,East,Accessories,Memorex Micro Travel Drive 32 GB,116.832,4,33.5892
11/14/2016,Texas,Central,Binders,Binder Posts,2.296,2,-3.9032
11/14/2016,New York,East,Chairs,Hon GuestStacker Chair,408.006,2,72.5344
11/14/2016,New York,East,Storage,"Tenex Personal Project File with Scoop Front Design, Black",40.44,3,10.5144
10/10/2014,California,West,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,13.7646
10/10/2014,California,West,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,7.4872
3/19/2015,California,West,Paper,Xerox 1974,11.96,2,5.8604
7/8/2017,Washington,West,Furnishings,"Master Big Foot Doorstop, Beige",15.84,3,4.9104
7/8/2017,Washington,West,Binders,GBC VeloBinder Manual Binding System,86.376,3,30.2316
7/8/2017,Washington,West,Art,Zebra Zazzle Fluorescent Highlighters,18.24,3,6.2016
7/8/2017,Washington,West,Art,Crayola Colored Pencils,13.12,4,4.3296
2/27/2015,Rhode Island,East,Phones,i.Sound Portable Power - 8000 mAh,105.98,2,1.0598
2/27/2015,Rhode Island,East,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,7,-28.224
6/16/2017,Illinois,Central,Binders,Storex DuraTech Recycled Plastic Frosted Binders,5.936,7,-8.904
3/30/2017,Oklahoma,Central,Envelopes,Multimedia Mailers,325.86,2,149.8956
7/12/2015,Illinois,Central,Chairs,"Global Push Button Manager's Chair, Indigo",383.607,9,-5.4801
7/12/2015,Illinois,Central,Phones,Geemarc AmpliPOWER60,148.48,2,16.704
7/12/2015,Illinois,Central,Phones,Vtech CS6719,537.544,7,53.7544
7/12/2015,Illinois,Central,Binders,Tuff Stuff Recycled Round Ring Binders,1.928,2,-2.9884
7/12/2015,Illinois,Central,Art,Newell 32,6.912,3,0.6912
7/12/2015,Illinois,Central,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76,1,-2.134
7/12/2015,Illinois,Central,Phones,GE 2-Jack Phone Line Splitter,659.168,4,49.4376
4/30/2017,Connecticut,East,Labels,Avery 5,5.76,2,2.8224
7/13/2014,California,West,Tables,Bevis Round Conference Table Top & Single Column Base,351.216,3,4.3902
12/27/2014,California,West,Chairs,Bevis Steel Folding Chairs,230.28,3,23.028
12/27/2014,California,West,Paper,Xerox 1927,12.84,3,5.778
2/27/2016,Wisconsin,Central,Binders,Flexible Leather- Look Classic Collection Ring Binder,56.82,3,28.41
3/23/2015,South Carolina,South,Fasteners,Staples,31.56,4,14.202
3/23/2015,South Carolina,South,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0.5584
10/21/2017,Arizona,West,Binders,Lock-Up Easel 'Spel-Binder',8.559,1,-6.5619
12/31/2014,Texas,Central,Envelopes,Staple envelope,49.568,2,17.9684
5/5/2014,Texas,Central,Chairs,"Global Value Mid-Back Manager's Chair, Gray",127.869,3,-9.1335
12/4/2015,California,West,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,122.148
12/4/2015,California,West,Phones,Jensen SMPS-640 -ÿspeaker phone,110.352,3,8.2764
12/4/2015,California,West,Furnishings,"Master Caster Door Stop, Large Brown",36.4,5,13.832
9/26/2017,Florida,South,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",419.136,4,-57.6312
12/9/2014,Arizona,West,Storage,Acco Perma 3000 Stacking Storage Drawers,100.704,6,-1.2588
12/3/2017,North Carolina,South,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3,4.5216
12/3/2017,North Carolina,South,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",28.782,6,-21.1068
12/3/2017,North Carolina,South,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",24.448,4,8.8624
11/8/2015,Texas,Central,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,10.476,6,-17.2854
4/19/2014,California,West,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,26.649
5/25/2015,Kansas,Central,Art,SANFORD Major Accent Highlighters,21.24,3,8.0712
5/25/2015,Kansas,Central,Binders,GBC DocuBind P50 Personal Binding Machine,127.96,2,60.1412
7/17/2017,California,West,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,89.997
12/12/2016,Michigan,Central,Phones,Jabra SPEAK 410,657.93,7,184.2204
12/12/2016,Michigan,Central,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,4,8.7048
12/12/2016,Michigan,Central,Art,Newell 333,13.9,5,3.614
12/12/2016,Michigan,Central,Storage,Fellowes Desktop Hanging File Manager,26.86,2,6.715
4/11/2014,Idaho,West,Binders,GBC Personal VeloBind Strips,9.584,1,3.3544
6/9/2015,Virginia,South,Binders,Vinyl Sectional Post Binders,113.1,3,56.55
7/27/2014,New York,East,Paper,Xerox 1956,65.78,11,32.2322
7/31/2015,Mississippi,South,Accessories,Microsoft Sculpt Comfort Mouse,239.7,6,105.468
9/19/2016,Pennsylvania,East,Furnishings,Nu-Dell Oak Frame,25.632,3,3.8448
6/10/2016,Pennsylvania,East,Labels,Avery 487,23.616,8,7.9704
8/26/2016,California,West,Art,Newell Chalk Holder,8.26,2,3.7996
11/2/2017,California,West,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,7,38.29
11/2/2017,California,West,Art,Nontoxic Chalk,8.8,5,4.224
11/2/2017,California,West,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,206.6232
11/2/2017,California,West,Fasteners,"Super Bands, 12/Pack",5.58,3,0.1674
11/2/2017,California,West,Furnishings,Document Clip Frames,25.02,3,10.5084
11/2/2017,California,West,Storage,Space Solutions Commercial Steel Shelving,452.55,7,22.6275
12/26/2016,California,West,Supplies,Fiskars Home & Office Scissors,17.76,2,4.9728
12/26/2016,California,West,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2,30.2384
12/26/2016,California,West,Chairs,"Global Armless Task Chair, Royal Blue",146.352,3,-5.4882
12/26/2016,California,West,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.9,2,2.054
12/26/2016,California,West,Tables,Bretford Rectangular Conference Table Tops,902.712,3,33.8517
12/26/2016,California,West,Art,Model L Table or Wall-Mount Pencil Sharpener,53.97,3,15.1116
12/5/2016,District of Columbia,East,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,8,13.2288
8/28/2017,Wisconsin,Central,Supplies,Acme Stainless Steel Office Snips,21.81,3,5.8887
8/28/2017,Wisconsin,Central,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,91.6,5,26.564
7/16/2015,Maryland,East,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,1,43.7842
7/16/2015,Maryland,East,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",137.25,9,63.135
7/16/2015,Maryland,East,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",11.52,4,5.4144
5/26/2015,North Carolina,South,Paper,Xerox 1991,18.272,1,5.9384
5/26/2015,North Carolina,South,Paper,Xerox 1937,153.728,4,53.8048
5/26/2015,North Carolina,South,Envelopes,Security-Tint Envelopes,12.224,2,4.4312
5/26/2015,North Carolina,South,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,7,50.3832
5/28/2015,New York,East,Phones,Panasonic Kx-TS550,45.99,1,13.3371
5/28/2015,New York,East,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,160.623
5/28/2015,New York,East,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2,2.0574
5/28/2015,New York,East,Paper,Xerox 219,45.36,7,21.7728
11/9/2017,California,West,Furnishings,Eldon Wave Desk Accessories,47.12,8,20.7328
1/24/2016,Mississippi,South,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,15.68
12/31/2016,Florida,South,Art,Newell 345,47.616,3,3.5712
12/31/2016,Florida,South,Paper,Things To Do Today Pad,23.48,5,8.218
9/5/2016,Texas,Central,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,3,-166.3935
9/5/2016,Texas,Central,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,9,4.266
9/4/2015,Texas,Central,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.376,3,6.7188
9/21/2015,Massachusetts,East,Phones,Polycom VoiceStation 500 Conferenceÿphone,589.9,2,147.475
9/21/2015,Massachusetts,East,Chairs,Global Ergonomic Managers Chair,542.94,3,141.1644
12/24/2017,California,West,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,6,1007.9832
12/24/2017,California,West,Binders,Vinyl Sectional Post Binders,90.48,3,33.93
10/5/2015,Delaware,East,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,5,21.714
9/9/2017,Tennessee,South,Supplies,Staple remover,8.832,3,-1.9872
9/9/2017,Tennessee,South,Paper,Xerox 1888,177.536,4,62.1376
9/9/2017,Tennessee,South,Storage,Fellowes Super Stor/Drawer Files,258.48,2,-3.231
9/9/2017,Tennessee,South,Furnishings,Eldon Wave Desk Accessories,14.136,3,4.2408
11/13/2016,New York,East,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,5,20.163
11/13/2016,New York,East,Storage,Eldon Simplefile Box Office,24.88,2,6.9664
11/13/2016,New York,East,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,5,39.41
11/13/2016,New York,East,Storage,Portable Personal File Box,36.63,3,9.8901
9/23/2017,California,West,Paper,Xerox 1909,211.04,8,97.0784
9/23/2017,California,West,Chairs,GuestStacker Chair with Chrome Finish Legs,594.816,2,59.4816
9/23/2017,California,West,Binders,Ibico Plastic Spiral Binding Combs,72.96,3,23.712
9/7/2017,Washington,West,Furnishings,DAX Two-Tone Silver Metal Document Frame,80.96,4,34.8128
9/7/2017,Washington,West,Phones,Konftel 250 Conferenceÿphoneÿ- Charcoal black,455.712,2,34.1784
9/7/2017,Washington,West,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,25.98,1,7.2744
11/28/2015,California,West,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",45.28,4,15.3952
11/12/2015,New York,East,Envelopes,Staple envelope,15.56,2,7.3132
9/29/2016,Oregon,West,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,75.18
9/11/2017,Kentucky,South,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",195.68,4,50.8768
9/11/2017,Kentucky,South,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",14.2,4,6.674
5/1/2017,Florida,South,Bookcases,Bush Somerset Collection Bookcase,314.352,3,-15.7176
5/1/2017,Florida,South,Labels,Avery 492,4.608,2,1.4976
9/16/2017,California,West,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,8.771
10/19/2014,California,West,Binders,Accohide Poly Flexible Ring Binders,2.992,1,1.122
10/19/2014,California,West,Binders,Avery Durable Slant Ring Binders With Label Holder,20.064,6,7.0224
10/19/2014,California,West,Paper,Xerox 1917,146.73,3,68.9631
10/19/2014,California,West,Labels,Avery 480,18.75,5,9
10/19/2014,California,West,Phones,Panasonic KX TS208W Corded phone,117.576,3,11.7576
3/13/2016,California,West,Binders,Cardinal EasyOpen D-Ring Binders,51.184,7,19.194
2/17/2017,Ohio,East,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,5,-106.393
2/17/2017,Ohio,East,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,-4.7625
2/17/2017,Ohio,East,Phones,Vtech CS6719,57.594,1,-11.5188
2/17/2017,Ohio,East,Furnishings,Flat Face Poster Frame,30.144,2,8.2896
2/17/2017,Ohio,East,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,-12.849
12/22/2016,California,West,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,842.72,8,202.2528
12/22/2016,California,West,Furnishings,Magnifier Swing Arm Lamp,41.96,2,10.9096
9/23/2016,Washington,West,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,4.4604
9/23/2016,Washington,West,Chairs,Global Deluxe Steno Chair,184.752,3,-20.7846
9/24/2017,Illinois,Central,Chairs,GuestStacker Chair with Chrome Finish Legs,520.464,2,-14.8704
9/24/2017,Illinois,Central,Paper,Wirebound Voice Message Log Book,11.424,3,3.7128
12/1/2015,Michigan,Central,Paper,Xerox 207,19.44,3,9.3312
12/1/2015,Michigan,Central,Art,Newell 307,3.64,2,1.0192
12/1/2015,Michigan,Central,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,8.7138
1/25/2016,New York,East,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12,5,15.092
1/25/2016,New York,East,Tables,Chromcraft Round Conference Tables,313.722,3,-99.3453
1/25/2016,New York,East,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,1,7.8166
1/25/2016,New York,East,Storage,"SAFCO Commercial Wire Shelving, 72h",428.68,7,0
3/21/2017,Washington,West,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",30.576,6,10.3194
3/21/2017,Washington,West,Fasteners,"Super Bands, 12/Pack",13.02,7,0.3906
3/21/2017,Washington,West,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,6.4206
3/21/2017,Washington,West,Storage,Fellowes Officeware Wire Shelving,359.32,4,7.1864
8/22/2014,Missouri,Central,Paper,Xerox 1899,11.56,2,5.6644
6/8/2014,New York,East,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",68.48,2,25.68
6/8/2014,New York,East,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1676.88,6,83.844
4/7/2016,New Jersey,East,Paper,Xerox 1939,37.94,2,18.2112
11/7/2017,Maryland,East,Chairs,Global Highback Leather Tilter in Burgundy,272.97,3,43.6752
5/29/2015,Ohio,East,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",41.568,4,-4.1568
5/29/2015,Ohio,East,Chairs,Novimex Swivel Fabric Task Chair,317.058,3,-86.0586
5/29/2015,Ohio,East,Fasteners,Ideal Clamps,8.04,5,2.9145
5/7/2017,California,West,Phones,Blue Parrot B250XT Professional Grade Wireless BluetoothÿHeadsetÿwith,419.944,7,52.493
6/5/2016,Washington,West,Supplies,Acme Box Cutter Scissors,61.38,6,15.9588
